,身份证号,姓名,生日,性别,家庭住址
6640,'42280219980327904X ,梁浩,1998-03-27,女,北京市合肥县南溪太原路c座 605632
6641,'411523200603251155 ,曾辉,2006-03-25,男,山西省雷市城北澳门路C座 767607
6642,'45060019920328964X ,李兵,1992-03-28,女,海南省伟县淄川成都街a座 901507
6643,'152224199503288745 ,朱敏,1995-03-28,女,辽宁省大冶县东丽柳州街w座 237510
6644,'621125200403258520 ,李玉华,2004-03-25,女,台湾省瑜县大东金街G座 554638
6645,'510411199003291950 ,黄明,1990-03-29,男,河南省畅市平山陈路W座 354925
6646,'510181199903277524 ,曾玉,1999-03-27,女,天津市梅县海陵关岭路M座 251046
6647,'220781200603257109 ,王楠,2006-03-25,女,上海市昆明市长寿唐路M座 788040
6648,'370305199903270013 ,吴琴,1999-03-27,男,河北省秀兰市房山西安路V座 255939
6649,'340604200103262445 ,蒋桂芳,2001-03-26,女,浙江省澳门市翔安上海街E座 157814
6650,'542421200103264293 ,胡帅,2001-03-26,男,天津市欣县南长齐齐哈尔街h座 890753
6651,'511800200303262886 ,高帅,2003-03-26,女,海南省梧州县普陀徐路H座 500856
6652,'341200199503284633 ,林坤,1995-03-28,男,天津市楠县南湖佛山路n座 746616
6653,'231121200803242079 ,方磊,2008-03-24,男,河北省静县龙潭淮安街E座 375234
6654,'341601199503280614 ,曹敏,1995-03-28,男,山西省云县白云张街m座 740045
6655,'522600199403282311 ,李帆,1994-03-28,男,甘肃省成市魏都金路o座 511367
6656,'360102199003296638 ,邓莹,1990-03-29,男,贵州省涛县蓟州杨路z座 123032
6657,'130503199503284647 ,李畅,1995-03-28,女,澳门特别行政区健县徐汇盖街p座 271717
6658,'140603200703251084 ,陈秀云,2007-03-25,女,江西省鹏县南湖张家港街p座 295686
6659,'230225200803249422 ,张小红,2008-03-24,女,云南省静市崇文黄路w座 595830
6660,'141022200203264361 ,邹芳,2002-03-26,女,广西壮族自治区梅市永川项街S座 241850
6661,'141124199203288307 ,陈博,1992-03-28,女,陕西省秀华市合川廖路J座 398185
6662,'411481200003264874 ,陈磊,2000-03-26,男,上海市兰英市华龙郭路v座 300798
6663,'510801199503288263 ,齐建,1995-03-28,女,安徽省平县西峰李街Q座 545471
6664,'371525200003265764 ,秦兵,2000-03-26,女,湖南省浩市长寿惠州街O座 883729
6665,'340700200403258376 ,杨杰,2004-03-25,男,广东省芳市新城谢路z座 504864
6666,'410301200203268302 ,高建,2002-03-26,女,山西省邯郸市秀英贵阳路d座 366654
6667,'640324200303267048 ,吴博,2003-03-26,女,湖北省西宁市大兴合肥街u座 172814
6668,'340200200803244355 ,黄金凤,2008-03-24,男,广西壮族自治区福州市西夏邬路x座 149505
6669,'140108199703279385 ,朱旭,1997-03-27,女,山西省雪县上街宋街E座 817545
6670,'441302199803270120 ,唐敏,1998-03-27,女,台湾省秀华市牧野淮安街y座 322390
6671,'441823199003294801 ,范琳,1990-03-29,女,台湾省宇县东丽梧州路Y座 424921
6672,'350526199003299186 ,曾林,1990-03-29,女,湖北省广州市沈河郑街V座 737804
6673,'360826200303260148 ,朱桂花,2003-03-26,女,吉林省乌鲁木齐市华龙广州街R座 246597
6674,'34182119910329006X ,刘丹,1991-03-29,女,河北省楠市魏都廖街Q座 216210
6675,'411523199903273414 ,罗帅,1999-03-27,男,湖北省琳县清浦重庆路h座 141206
6676,'23080120080324544X ,谭龙,2008-03-24,女,吉林省潜江县沙市沈阳路Q座 139385
6677,'451322199203283224 ,陈莹,1992-03-28,女,山西省小红县浔阳海口街T座 762959
6678,'510821200403250621 ,李洁,2004-03-25,女,天津市潮州市长寿马路C座 766978
6679,'371522200103269974 ,邵建平,2001-03-26,男,辽宁省太原市合川姜街p座 835962
6680,'511903199503289126 ,陈凤兰,1995-03-28,女,澳门特别行政区岩市新城哈尔滨路c座 747016
6681,'411301200203261427 ,袁秀华,2002-03-26,女,新疆维吾尔自治区合山县淄川宋街N座 413791
6682,'441882200403250918 ,王兰英,2004-03-25,男,河南省红市西夏长沙路A座 391650
6683,'350111200203268084 ,黎畅,2002-03-26,女,江苏省秀英市静安骆街X座 568691
6684,'500237200503250588 ,郭鑫,2005-03-25,女,甘肃省桂英县六枝特李路Q座 892090
6685,'511132199303281435 ,王凤兰,1993-03-28,男,福建省合肥市徐汇赵路A座 348524
6686,'43078119920328147X ,霍桂香,1992-03-28,男,吉林省海口县高港武汉街M座 893165
6687,'340402200003269232 ,姜海燕,2000-03-26,男,青海省玲市丰都刘路Q座 756480
6688,'230404199803272343 ,蔡玉梅,1998-03-27,女,湖北省拉萨市丰都邯郸路c座 272613
6689,'610324200303260617 ,刘超,2003-03-26,男,安徽省海口县萧山深圳路Q座 517428
6690,'140621199203281639 ,崔磊,1992-03-28,男,山东省宁德市闵行熊路K座 606734
6691,'513430199103293592 ,刘丽娟,1991-03-29,男,四川省阜新县海港银川路Z座 687930
6692,'611001199503286285 ,洪利,1995-03-28,女,山西省桂香市秀英潮州路u座 391784
6693,'630221200103267952 ,蔡丽,2001-03-26,男,广东省帅县高坪福州街s座 146253
6694,'451100199903270580 ,裘莹,1999-03-27,女,黑龙江省凤英市城北韦路h座 734211
6695,'360423199403280596 ,柴欢,1994-03-28,男,澳门特别行政区西安市双滦张街p座 371906
6696,'370681200703258720 ,江莉,2007-03-25,女,山东省六盘水市怀柔呼和浩特路h座 105388
6697,'411626199603270283 ,邹秀梅,1996-03-27,女,甘肃省佳市怀柔荆门街v座 658766
6698,'331127200503256913 ,吴桂荣,2005-03-25,男,江苏省深圳县龙潭海口街O座 927597
6699,'620521199403287444 ,王凤英,1994-03-28,女,辽宁省济南市长寿周路V座 737735
6700,'210682199003290195 ,吴宇,1990-03-29,男,新疆维吾尔自治区丽丽市安次张路k座 739869
6701,'340501200003265601 ,赵晶,2000-03-26,女,台湾省建市孝南余街h座 608482
6702,'540227199603276645 ,林彬,1996-03-27,女,北京市阜新县高坪兴城路v座 725957
6703,'211302200003262395 ,冯磊,2000-03-26,男,江苏省淑华县锡山鞠路X座 980865
6704,'34030320000326917X ,张凤英,2000-03-26,男,西藏自治区涛县龙潭澳门路Z座 997851
6705,'360100199703270022 ,程阳,1997-03-27,女,河北省斌县双滦熊街y座 236226
6706,'320281199303283816 ,李亮,1993-03-28,男,河南省兰州市门头沟卢街T座 203274
6707,'330182199103297212 ,田旭,1991-03-29,男,黑龙江省太原市黄浦莫街d座 276914
6708,'371003200803244245 ,蔡颖,2008-03-24,女,湖北省巢湖市萧山邓路y座 508758
6709,'371523199603277373 ,杨雪梅,1996-03-27,男,上海市彬市房山哈尔滨街w座 563515
6710,'130683199203289902 ,郭小红,1992-03-28,女,湖北省佛山市丰都倪街y座 710618
6711,'652901200603258786 ,马旭,2006-03-25,女,安徽省大冶市闵行蔡街a座 904899
6712,'430811199903277611 ,张鑫,1999-03-27,男,吉林省兵市双滦北镇路T座 720640
6713,'61082819910329078X ,王淑华,1991-03-29,女,江苏省建国县六枝特徐街r座 775062
6714,'530400199103290634 ,徐宁,1991-03-29,男,福建省凯市沙湾六盘水路R座 812960
6715,'610324199003291125 ,辛阳,1990-03-29,女,广东省建华市沈河董路Y座 314435
6716,'370213200103261784 ,游辉,2001-03-26,女,福建省南昌县沈北新潜江路I座 193513
6717,'360728200403251609 ,李琴,2004-03-25,女,江西省勇县魏都太原街X座 636622
6718,'51152719960327561X ,罗莉,1996-03-27,男,陕西省岩市萧山香港路t座 866690
6719,'500000199803277126 ,陈浩,1998-03-27,女,新疆维吾尔自治区莹县黄浦兴安盟街m座 491989
6720,'433123199003299153 ,李莉,1990-03-29,男,福建省秀珍县秀英陶街s座 639246
6721,'210702200703253976 ,孙龙,2007-03-25,男,西藏自治区辽阳县静安南昌街x座 386382
6722,'341824199703273019 ,戴桂花,1997-03-27,男,辽宁省永安县高明钟街t座 418544
6723,'430103199503281402 ,陈娜,1995-03-28,女,北京市阜新县花溪张路d座 731729
6724,'710000200603258582 ,叶芳,2006-03-25,女,辽宁省惠州市城北张路L座 677573
6725,'220402200403256062 ,王龙,2004-03-25,女,香港特别行政区磊市南长何街f座 972837
6726,'620122200103263379 ,潘凯,2001-03-26,男,河南省婷婷县怀柔深圳路m座 588567
6727,'440608200403259546 ,许亮,2004-03-25,女,陕西省武汉市海港大冶街N座 958711
6728,'230124199903277001 ,司成,1999-03-27,女,陕西省玉县清城曾街a座 105995
6729,'331024199703270381 ,亢桂花,1997-03-27,女,澳门特别行政区玉兰市大东王街Y座 973894
6730,'513335200003268682 ,安丽娟,2000-03-26,女,宁夏回族自治区邯郸县长寿昆明街g座 576377
6731,'320100200803244823 ,韩健,2008-03-24,女,广西壮族自治区兴安盟市和平澳门路l座 541483
6732,'542400200603256183 ,吴桂芳,2006-03-25,女,贵州省荆门县静安李路P座 652336
6733,'130601200103264821 ,柏凤兰,2001-03-26,女,北京市瑞市清浦沈阳街R座 593173
6734,'140212199603271116 ,李秀兰,1996-03-27,男,四川省兵市沙湾鞠路J座 409947
6735,'542621199003295880 ,梁婷婷,1990-03-29,女,山西省桂香县城北沈路e座 322975
6736,'620981200303261048 ,刘晨,2003-03-26,女,甘肃省建华县沙市潜江街D座 887474
6737,'140827199103291214 ,庄坤,1991-03-29,男,重庆市明县白云合肥路R座 220747
6738,'632800199803279791 ,王文,1998-03-27,男,浙江省丽娟市南长长沙路l座 621125
6739,'450324200203265701 ,敬海燕,2002-03-26,女,山东省艳县浔阳邓路X座 780706
6740,'360313199303285447 ,阳春梅,1993-03-28,女,上海市莹县合川西安街e座 890468
6741,'411325199903279260 ,段红霞,1999-03-27,女,四川省雪梅县金平韩路q座 152438
6742,'360501199103291995 ,梁秀芳,1991-03-29,男,江西省雷市上街居街t座 563525
6743,'410221200003261229 ,贾波,2000-03-26,女,重庆市乌鲁木齐市吉区阜新街G座 356678
6744,'63022519960327274X ,吴敏,1996-03-27,女,江西省雷市高明李路K座 588103
6745,'230422199603272827 ,王莹,1996-03-27,女,广西壮族自治区六盘水市城东永安路m座 996543
6746,'220521200403252517 ,刘红梅,2004-03-25,男,广西壮族自治区凤英市城东王路x座 550703
6747,'430903199003299909 ,王春梅,1990-03-29,女,四川省邯郸县新城聂街v座 118108
6748,'232721200103260659 ,管洋,2001-03-26,男,新疆维吾尔自治区呼和浩特市海港济南街k座 903603
6749,'640100200103265353 ,梁敏,2001-03-26,男,山东省秀云市静安袁街x座 858918
6750,'320826200503250502 ,杨林,2005-03-25,女,台湾省张家港市崇文沈阳街D座 160200
6751,'150801200303268434 ,杨峰,2003-03-26,男,黑龙江省兴城县沙市武汉街O座 521174
6752,'140729199503287588 ,牛岩,1995-03-28,女,云南省娟县崇文乌鲁木齐路C座 328733
6753,'130526200603257179 ,薛红梅,2006-03-25,男,北京市长春县孝南孙街C座 578576
6754,'321323199803278004 ,孙彬,1998-03-27,女,陕西省明县静安马鞍山路c座 940570
6755,'130532200503256491 ,谢鑫,2005-03-25,男,海南省南京县崇文魏街L座 552886
6756,'451225199703278361 ,时玉英,1997-03-27,女,天津市荆门市龙潭六安路x座 749943
6757,'371328199703273928 ,李丽,1997-03-27,女,山东省玉梅县蓟州香港街B座 408647
6758,'360926199203289488 ,刘云,1992-03-28,女,江苏省辛集市沙湾嘉禾路s座 105367
6759,'320582199403285942 ,王凤英,1994-03-28,女,香港特别行政区宁德县江北任街A座 949267
6760,'542428199003292421 ,彭秀云,1990-03-29,女,广西壮族自治区秀英县清浦哈尔滨路j座 396594
6761,'420116199403281616 ,韩强,1994-03-28,男,澳门特别行政区齐齐哈尔县丰都武路f座 858903
6762,'530700199403284427 ,李霞,1994-03-28,女,云南省兰英市萧山汕尾街a座 456933
6763,'340208200403256577 ,邓桂花,2004-03-25,男,西藏自治区丽华县城北白街I座 615919
6764,'150201199303286941 ,潘建军,1993-03-28,女,云南省广州市东丽长春街S座 909636
6765,'140827200103261555 ,何颖,2001-03-26,男,河北省荆门市长寿施街w座 559643
6766,'653129199303282379 ,张坤,1993-03-28,男,北京市秀荣县东城太原路J座 978732
6767,'520602200803249824 ,邓宇,2008-03-24,女,湖南省宜都县浔阳孙路w座 997220
6768,'411100200503256120 ,罗宇,2005-03-25,女,香港特别行政区成县双滦南京路H座 943604
6769,'420504200303262399 ,刘海燕,2003-03-26,男,香港特别行政区太原市南溪张街C座 493585
6770,'610428200503257317 ,王鑫,2005-03-25,男,山西省西安市和平永安街i座 562239
6771,'469023199703277559 ,黄金凤,1997-03-27,男,四川省张家港县友好南京路S座 869857
6772,'360482199803278129 ,窦晶,1998-03-27,女,西藏自治区兰州县永川张街A座 420353
6773,'340405200803241472 ,翁华,2008-03-24,男,香港特别行政区杭州县兴山合山路F座 509912
6774,'110114199403284598 ,王洁,1994-03-28,男,甘肃省玉华市翔安辽阳街p座 994505
6775,'150927199103292775 ,尹宇,1991-03-29,男,陕西省玉梅市永川广州路F座 366074
6776,'130683200203261008 ,宋淑珍,2002-03-26,女,湖北省郑州县江北孙路u座 637403
6777,'23010119950328833X ,袁桂花,1995-03-28,男,北京市嘉禾市高明严路k座 580133
6778,'61012220070325874X ,何刚,2007-03-25,女,湖北省齐齐哈尔市六枝特南京街e座 914988
6779,'411702199503287867 ,龚玉,1995-03-28,女,香港特别行政区林县平山高街y座 599740
6780,'51062620000326622X ,刘飞,2000-03-26,女,新疆维吾尔自治区欣市大东澳门街T座 259928
6781,'450328199203287732 ,马敏,1992-03-28,男,广东省梅市南湖贺路w座 538001
6782,'211223200103262751 ,彭淑华,2001-03-26,男,西藏自治区建平县锡山周街w座 227743
6783,'513426200403255433 ,张鹏,2004-03-25,男,青海省张家港市萧山广州路v座 629386
6784,'150824200703250043 ,凌欢,2007-03-25,女,广西壮族自治区贵阳县龙潭王街S座 714820
6785,'431028199103296122 ,李畅,1991-03-29,女,上海市桂芝县房山重庆路J座 392947
6786,'232721200803246356 ,杜淑英,2008-03-24,男,新疆维吾尔自治区玉梅市沙湾向街p座 766651
6787,'440306199303288767 ,揭娜,1993-03-28,女,湖北省东莞县孝南杜路a座 315662
6788,'320900200503259680 ,李芳,2005-03-25,女,重庆市辽阳市西夏齐齐哈尔路Q座 186525
6789,'32011319950328167X ,张宇,1995-03-28,男,安徽省岩县浔阳杨路Q座 611407
6790,'510113199803279163 ,张畅,1998-03-27,女,四川省静县安次关岭路p座 804464
6791,'542222200803247967 ,赵冬梅,2008-03-24,女,澳门特别行政区汕尾县海陵天津街d座 586692
6792,'42902120010326395X ,高勇,2001-03-26,男,新疆维吾尔自治区兰英县浔阳唐街H座 275052
6793,'230901199503288317 ,李丽华,1995-03-28,男,重庆市东莞县海港哈尔滨路r座 553922
6794,'440106200803242436 ,张阳,2008-03-24,男,河北省欣市花溪吴街L座 319714
6795,'150721199303284519 ,张坤,1993-03-28,男,辽宁省惠州县长寿陈路q座 650120
6796,'130421200203262641 ,黎英,2002-03-26,女,四川省杭州市清河吴路Z座 493880
6797,'350701199403285289 ,李淑兰,1994-03-28,女,贵州省冬梅县和平柯街r座 114016
6798,'430703199003299895 ,王建,1990-03-29,男,澳门特别行政区淮安市徐汇陈街z座 495110
6799,'411002199503283745 ,曹丹,1995-03-28,女,福建省彬市滨城李街P座 256173
6800,'652801200803242855 ,武淑英,2008-03-24,男,江西省秀英市六枝特柳州街u座 279440
6801,'370783200103266119 ,姚雪,2001-03-26,男,广东省桂芝县萧山张路E座 689963
6802,'130721199603271150 ,樊晨,1996-03-27,男,河北省广州县山亭谢路e座 581297
6803,'500241200703257463 ,刘丽华,2007-03-25,女,湖北省海门市怀柔段街L座 183618
6804,'451123199403287081 ,杨秀华,1994-03-28,女,海南省西安县门头沟王街L座 339299
6805,'321201200803241676 ,程兵,2008-03-24,男,吉林省宁德县魏都天津街C座 447516
6806,'451030200703253231 ,陈楠,2007-03-25,男,内蒙古自治区乌鲁木齐市江北重庆街V座 482392
6807,'50011320050325008X ,徐淑英,2005-03-25,女,贵州省龙市江北周街T座 449524
6808,'430100199403285239 ,杜秀芳,1994-03-28,男,重庆市玉英县房山黄街T座 964569
6809,'370125200303261682 ,金文,2003-03-26,女,甘肃省巢湖县闵行昆明街v座 284874
6810,'420700200703250042 ,孙小红,2007-03-25,女,湖北省坤市西夏澳门路I座 638190
6811,'65280119920328997X ,王桂花,1992-03-28,男,湖南省兰州市山亭覃街q座 938172
6812,'44090020020326678X ,苏勇,2002-03-26,女,湖北省平市牧野刘路y座 304485
6813,'411628199403283584 ,陈晨,1994-03-28,女,河北省邯郸县涪城时路V座 471706
6814,'530628200803247285 ,宣桂香,2008-03-24,女,甘肃省雪梅县永川胡路o座 144295
6815,'320312199003290566 ,赵婷,1990-03-29,女,山西省西宁县大兴刘路U座 494667
6816,'360122200103268184 ,邓秀梅,2001-03-26,女,内蒙古自治区汕尾市秀英西宁街q座 625864
